Name;Location;Cuisine;Rating;Seating Capacity;Average Meal Price;Marketing Budget;Social Media Followers;Chef Experience Years;Number of Reviews;Avg Review Length;Ambience Score;Service Quality Score;Parking Availability;Weekend Reservations;Weekday Reservations;Revenue
Restaurant 3309;Downtown;Indian;4.9;83;32.94;5294;57510;11;648;13.835.847.768.078.600;8.1;8.9;No;27;44;632701.62
Restaurant 3310;Downtown;Italian;3.5;76;47.94;3239;31576;18;641;11.535.942.804.052.300;4.5;9.6;No;26;31;833415.24
Restaurant 3311;Rural;American;3.4;31;44.49;3395;41516;18;364;13.984.536.580.070.700;5.9;4.0;No;17;6;333912.18
Restaurant 3312;Suburban;American;3.2;66;35.14;1215;19047;8;83;10.487.098.282.750.600;3.1;2.9;Yes;57;53;525719.81
Restaurant 3313;Rural;French;4.1;40;57.0;1442;15290;2;275;12.491.311.974.996.100;6.2;1.7;No;1;5;509089.5
Restaurant 3314;Downtown;Japanese;3.0;87;71.71;3958;37653;7;528;19.199.632.134.259.400;7.6;2.9;Yes;21;81;1394730.7
Restaurant 3315;Rural;French;3.8;41;63.99;803;11731;5;540;26.600.813.648.960.500;2.8;2.3;No;17;5;586395.04
Restaurant 3316;Rural;Japanese;3.1;32;68.94;1357;12250;14;272;14.271.733.972.919.500;4.1;1.3;No;7;7;503988.68
Restaurant 3317;Downtown;American;3.8;90;42.19;3980;47014;14;741;13.016.794.431.103.200;6.1;1.4;No;10;65;862281.85
Restaurant 3318;Rural;Indian;3.1;43;36.13;2073;19726;3;956;24.544.746.966.122.600;4.8;5.6;No;22;39;356647.94
Restaurant 3319;Rural;Japanese;4.7;44;65.71;1905;21183;6;569;5.560.659.588.948.900;3.6;7.4;Yes;30;19;652956.0
Restaurant 3320;Suburban;American;3.4;68;41.84;2351;25862;17;292;12.551.908.135.295.500;5.1;9.8;Yes;20;41;655487.12
Restaurant 3321;Suburban;American;3.7;59;43.95;1336;19512;8;137;16.304.270.463.605.800;3.6;2.4;No;25;55;585647.55
Restaurant 3322;Downtown;French;4.7;78;65.92;7516;77029;3;529;20.016.541.921.227.700;3.7;7.3;Yes;58;76;1159562.17
Restaurant 3323;Downtown;French;4.5;79;55.33;6502;73444;15;358;8.901.538.244.467.340;6.5;6.0;Yes;48;71;999239.8
Restaurant 3324;Downtown;Indian;3.4;89;37.26;1781;17674;5;704;15.821.359.951.382.200;5.3;5.3;No;87;61;747012.34
Restaurant 3325;Suburban;Mexican;3.1;53;29.56;2947;28392;19;589;19.157.511.672.047.600;7.1;7.5;Yes;35;9;377721.66
Restaurant 3326;Downtown;Italian;4.4;88;45.11;6049;68538;2;517;17.756.261.461.840.000;8.5;3.1;Yes;35;72;895521.09
Restaurant 3327;Downtown;Mexican;3.8;79;31.76;5224;53179;8;191;19.363.776.951.164.200;9.5;3.8;No;41;6;576499.43
Restaurant 3328;Downtown;Mexican;4.5;86;26.35;4152;45701;9;139;2.155.995.668.653.800;2.4;4.5;Yes;57;0;519018.9
Restaurant 3329;Suburban;Indian;3.9;61;34.16;3155;38955;5;747;14.484.316.728.288.000;6.6;2.6;Yes;47;32;476816.33
Restaurant 3330;Rural;Japanese;3.7;30;67.88;862;9969;3;362;6.590.893.544.399.810;6.2;5.3;No;14;10;458866.17
Restaurant 3331;Downtown;Indian;3.9;80;33.97;5751;61499;12;229;63.889.070.576.563.300;8.8;2.2;No;13;12;625663.1
Restaurant 3332;Rural;Indian;4.5;42;35.42;3452;37899;3;598;26.467.866.175.495.500;9.1;3.9;Yes;26;33;345651.89
Restaurant 3333;Downtown;American;4.8;70;38.95;2558;32433;19;51;2.193.548.042.071.360;7.8;2.0;Yes;54;10;629056.95
Restaurant 3334;Rural;American;3.1;30;41.08;699;6579;16;979;24.104.617.062.931.300;6.4;1.3;Yes;16;14;294313.45
Restaurant 3335;Suburban;American;4.0;70;37.63;3646;37124;16;83;2.822.011.549.825.500;2.8;4.2;No;24;34;606041.64
Restaurant 3336;Suburban;Italian;3.1;65;51.99;666;7292;1;363;23.763.610.082.640.900;3.5;6.6;No;45;37;752480.43
Restaurant 3337;Downtown;Japanese;3.9;76;74.39;5446;54015;17;275;22.307.531.710.364.000;6.4;2.4;Yes;41;44;1277290.06
Restaurant 3338;Rural;Japanese;4.8;39;67.46;2154;25058;3;634;21.393.963.472.660.000;2.3;9.9;No;17;14;593119.02
Restaurant 3339;Suburban;American;3.7;65;40.59;2833;31012;17;413;1.146.433.461.689.520;2.7;3.5;No;63;58;609436.14
Restaurant 3340;Downtown;Mexican;4.9;70;32.14;8405;86624;17;934;2.893.235.179.368.890;9.2;1.2;No;32;65;536830.48
Restaurant 3341;Downtown;Italian;4.3;78;51.21;2265;29394;16;556;18.551.107.701.649.200;9.6;1.3;Yes;65;13;906192.8
Restaurant 3342;Suburban;Mexican;4.9;55;29.02;4516;51269;6;999;10.551.847.365.465.100;1.0;7.0;Yes;38;13;372361.37
Restaurant 3343;Suburban;French;4.5;64;62.06;4059;47956;18;165;10.245.655.276.820.000;8.8;7.0;No;5;45;907652.26
Restaurant 3344;Downtown;Japanese;3.2;73;65.31;6145;63665;14;163;25.381.647.787.351;9.4;9.1;Yes;6;40;1083091.98
Restaurant 3345;Rural;Japanese;3.5;44;69.07;3282;37296;8;591;11.255.215.036.406.900;5.7;1.8;Yes;41;23;689698.8
Restaurant 3346;Rural;Mexican;3.8;39;30.86;2007;19070;19;644;6.035.659.946.896.040;5.0;4.4;No;2;4;292712.42
Restaurant 3347;Rural;Italian;3.3;45;45.23;1065;15561;9;528;15.710.306.820.866.100;9.3;9.0;No;34;33;470353.61
Restaurant 3348;Downtown;Japanese;4.0;82;70.58;2388;31209;18;769;25.433.761.368.321.900;1.1;8.2;No;62;31;1303370.03
Restaurant 3349;Suburban;Mexican;3.9;68;32.2;3782;37795;1;156;15.360.991.029.650.200;8.6;3.1;Yes;38;45;496919.75
Restaurant 3350;Downtown;Indian;4.9;89;38.35;4482;46468;17;364;25.088.689.440.048.300;3.7;9.0;Yes;13;76;784017.4
Restaurant 3351;Suburban;Indian;3.9;53;31.25;1682;17195;4;747;25.680.274.394.042.500;6.8;7.1;Yes;35;15;380108.0
Restaurant 3352;Rural;Italian;4.6;49;55.9;1325;19795;16;937;26.442.679.069.735.100;3.9;3.4;No;19;20;626544.25
Restaurant 3353;Rural;Mexican;4.9;45;31.67;2506;29917;12;201;19.722.496.019.150.500;5.7;1.4;Yes;17;21;334518.16
Restaurant 3354;Suburban;Indian;4.8;60;34.0;3489;38594;13;960;22.486.769.254.310.600;8.3;5.5;No;27;22;477409.2
Restaurant 3355;Suburban;Italian;3.4;64;47.74;3310;31948;2;711;11.546.476.520.914.300;2.6;7.4;Yes;58;31;688357.1
Restaurant 3356;Downtown;American;4.0;80;41.3;6827;67338;12;209;7.492.448.575.409.820;7.0;3.4;No;37;75;759427.0
Restaurant 3357;Rural;Italian;3.7;40;54.7;920;14996;10;124;18.319.513.104.502.100;9.1;2.5;No;37;21;500522.4
Restaurant 3358;Downtown;French;3.8;72;60.73;2103;24738;15;398;52.645.473.149.498.500;9.1;1.7;Yes;22;52;987672.06
Restaurant 3359;Downtown;American;3.7;86;42.28;3861;44679;5;731;16.643.446.273.809.100;9.0;8.6;No;60;22;823055.93
Restaurant 3360;Downtown;Mexican;4.7;74;28.93;2269;30131;1;236;7.552.340.501.739.390;5.7;1.5;No;57;34;481454.26
Restaurant 3361;Rural;American;3.9;42;39.27;2710;27190;8;905;7.710.507.495.126.610;7.9;6.5;Yes;31;24;385799.81
Restaurant 3362;Downtown;American;4.0;79;38.15;4226;43000;18;388;2.676.958.539.713.620;5.0;7.9;Yes;78;42;698326.15
Restaurant 3363;Downtown;Mexican;5.0;74;32.76;6344;66632;6;872;21.012.954.807.650.800;5.1;8.0;Yes;10;61;560376.12
Restaurant 3364;Downtown;Mexican;3.1;81;28.95;3166;33652;1;438;21.130.857.466.201.100;3.6;6.9;Yes;79;44;530662.5
Restaurant 3365;Downtown;Indian;4.0;77;32.1;3909;46378;14;543;15.111.916.887.229.000;3.6;6.9;Yes;43;56;572998.6
Restaurant 3366;Downtown;French;4.5;81;59.06;7556;84766;10;218;15.331.358.098.437.800;1.3;5.3;Yes;38;66;1083115.88
Restaurant 3367;Downtown;Mexican;3.3;85;34.39;1888;23223;4;874;12.577.692.320.232.700;5.8;4.8;Yes;43;54;658546.83
Restaurant 3368;Rural;Japanese;4.2;31;73.12;2348;23756;18;102;15.858.963.332.302;3.8;2.2;Yes;18;30;525835.24
Restaurant 3369;Downtown;Japanese;3.5;72;68.68;4840;46908;19;983;19.678.126.535.171.400;2.7;5.8;No;68;53;1126077.92
Restaurant 3370;Suburban;French;4.7;67;64.97;1749;17440;8;306;966.472.644.266.199;2.1;1.6;No;3;35;969731.17
Restaurant 3371;Downtown;Italian;3.7;86;45.82;3964;46891;12;621;11.542.086.172.948.000;4.1;5.2;Yes;73;34;894059.17
Restaurant 3372;Downtown;Italian;3.7;71;45.55;4390;44996;10;271;17.368.848.404.455.000;9.1;7.6;No;6;13;736849.2
Restaurant 3373;Rural;Japanese;4.2;41;66.4;4002;39343;13;637;14.619.507.550.637.900;5.6;5.0;Yes;4;21;625409.75
Restaurant 3374;Rural;Mexican;3.4;46;26.28;822;15640;7;95;25.487.162.837.251.300;6.0;5.6;Yes;34;14;281011.16
Restaurant 3375;Suburban;French;3.6;55;55.97;2179;30016;17;309;2.554.217.567.692.030;1.5;8.6;No;51;22;705681.76
Restaurant 3376;Suburban;Italian;3.8;66;52.27;2399;30462;12;64;13.399.801.020.774.400;5.7;6.8;Yes;33;49;783296.32
Restaurant 3377;Rural;Italian;3.7;31;51.61;2499;25767;6;898;16.269.882.000.328.900;7.0;2.1;Yes;27;23;370343.64
Restaurant 3378;Rural;American;4.0;37;42.12;2551;33817;7;677;2.941.468.745.142.950;2.4;5.9;No;34;32;362099.63
Restaurant 3379;Downtown;Japanese;4.2;83;72.57;2247;22265;13;61;25.686.902.082.151.500;9.9;4.3;Yes;4;70;1349180.82
Restaurant 3380;Rural;Mexican;4.1;35;33.33;2570;27886;14;50;1.039.151.041.183.920;9.2;2.9;Yes;14;8;281607.01
Restaurant 3381;Suburban;French;4.3;58;57.28;2741;33674;13;126;12.005.724.430.518.200;9.9;6.8;Yes;32;33;758690.96
Restaurant 3382;Downtown;Italian;3.6;70;51.85;2416;24504;6;591;7.087.008.456.040.910;4.2;4.5;No;47;42;815856.35
Restaurant 3383;Suburban;American;3.3;54;41.38;2456;22882;19;763;2.194.557.856.543.320;8.4;7.9;Yes;27;19;524767.46
Restaurant 3384;Downtown;Japanese;4.5;76;75.38;1822;26237;13;951;129.223.825.008.581;4.0;6.3;Yes;27;18;1282113.67
Restaurant 3385;Rural;Japanese;4.7;38;67.56;3471;39382;9;890;1.841.487.967.799.790;7.7;1.9;Yes;14;31;588030.12
Restaurant 3386;Suburban;French;3.5;63;55.65;3458;41234;11;99;24.203.557.047.959.500;9.5;4.2;No;20;49;796939.6
Restaurant 3387;Downtown;Italian;3.8;78;52.19;2774;26802;10;691;2.590.087.668.449.220;2.4;3.4;No;34;20;914110.94
Restaurant 3388;Downtown;French;4.0;73;63.14;7888;79465;3;55;1.313.410.860.183.960;2.3;2.3;Yes;63;8;1035117.37
Restaurant 3389;Rural;French;4.1;49;58.12;3246;31992;19;124;10.931.173.426.860.300;1.9;8.2;No;40;35;658811.32
Restaurant 3390;Rural;Indian;4.3;44;36.28;1170;19751;7;395;2.621.340.931.529.650;8.2;4.4;Yes;3;33;367732.71
Restaurant 3391;Rural;American;3.1;33;35.65;1794;22351;5;909;14.531.770.289.823.400;7.0;6.5;No;26;5;276124.25
Restaurant 3392;Suburban;Japanese;4.4;52;75.56;2360;32894;15;382;25.549.953.509.479.800;5.7;8.9;Yes;44;32;894468.54
Restaurant 3393;Downtown;Indian;3.1;90;31.21;4002;40608;2;727;8.744.078.766.036.700;8.0;5.9;Yes;9;78;636301.77
Restaurant 3394;Rural;Mexican;3.9;43;25.74;2313;27724;11;893;2.779.773.525.940.060;8.6;3.3;Yes;13;17;266757.48
Restaurant 3395;Suburban;Japanese;4.7;58;65.49;4029;46061;6;900;17.078.141.428.198.300;9.5;8.1;No;46;22;861253.85
Restaurant 3396;Suburban;Japanese;3.9;68;69.7;1556;14673;5;323;9.253.334.750.045.490;2.8;4.9;Yes;52;58;1058203.05
Restaurant 3397;Suburban;American;3.3;55;36.07;710;15257;7;559;18.376.703.756.561.300;5.0;6.1;No;1;6;450211.49
Restaurant 3398;Rural;Mexican;5.0;32;33.19;3142;38443;4;964;2.675.039.954.823.150;9.3;9.1;Yes;17;13;255354.37
Restaurant 3399;Rural;Italian;4.8;47;54.89;1878;26501;5;717;14.733.126.718.977.200;5.2;5.4;Yes;42;13;583877.77
Restaurant 3400;Downtown;Mexican;4.5;85;27.86;4540;48378;5;317;9.451.537.674.114.150;5.4;4.0;Yes;40;52;540739.92
Restaurant 3401;Downtown;Italian;3.8;72;51.92;1685;18447;10;529;19.413.904.129.044.900;9.5;7.5;Yes;40;53;846510.97
Restaurant 3402;Rural;Mexican;3.4;31;25.47;3363;41263;18;357;25.861.677.789.564.900;7.6;2.2;No;14;19;204477.99
Restaurant 3403;Suburban;French;4.9;51;59.25;3347;35761;2;766;8.033.844.400.891.290;6.0;9.2;No;44;33;684266.05
Restaurant 3404;Suburban;Mexican;4.1;59;28.22;2541;29875;15;805;6.035.207.691.315.280;4.2;9.2;No;49;29;395447.03
Restaurant 3405;Suburban;Indian;4.7;64;32.51;4084;49815;9;648;6.407.337.339.546.090;9.2;6.2;Yes;28;43;484581.12
Restaurant 3406;Downtown;Indian;3.7;72;37.09;2566;30121;2;661;10.762.217.992.511.300;1.1;2.4;Yes;64;28;598674.45
Restaurant 3407;Suburban;American;3.7;57;36.43;1248;18396;3;747;5.182.550.031.838.100;3.9;5.1;No;16;6;467342.95
Restaurant 3408;Downtown;Italian;5.0;87;54.47;4872;50670;2;271;15.716.819.235.032.100;9.5;4.8;Yes;43;45;1062143.77
Restaurant 3409;Downtown;Japanese;4.0;80;72.31;1626;22083;2;327;22.443.736.348.022.900;5.5;3.7;Yes;56;68;1286634.79
Restaurant 3410;Suburban;American;3.3;56;42.82;2587;25017;19;407;2.276.145.473.178.200;6.6;2.6;No;27;24;556873.65
Restaurant 3411;Suburban;Indian;3.4;68;40.29;3051;34412;14;734;2.091.778.808.102.760;5.8;3.4;No;32;33;628982.63
Restaurant 3412;Rural;Indian;4.0;36;40.37;2953;36006;18;367;12.405.003.364.875.100;4.6;6.0;Yes;3;18;349388.65
Restaurant 3413;Rural;Italian;3.1;31;51.07;883;11601;1;91;2.339.844.264.271.040;7.0;7.2;No;26;10;358739.3
Restaurant 3414;Suburban;Indian;3.9;55;35.45;1393;21566;7;116;19.412.189.190.623.400;7.9;9.8;Yes;50;29;449045.6
Restaurant 3415;Downtown;Indian;3.8;74;33.69;3859;41543;8;954;2.652.947.991.918.410;4.3;2.9;No;52;7;569341.5
Restaurant 3416;Downtown;Italian;4.6;83;52.87;7947;81181;12;241;16.950.137.887.981.900;6.3;2.8;No;25;17;996250.08
Restaurant 3417;Downtown;Indian;3.7;87;35.92;5057;51442;4;192;9.503.682.747.889.070;1.7;2.1;Yes;70;86;706428.88
Restaurant 3418;Downtown;Japanese;5.0;73;75.26;6862;77191;7;975;20.866.320.825.854.300;5.9;9.5;Yes;42;59;1241585.43
Restaurant 3419;Downtown;French;3.4;73;57.62;2596;33713;18;203;8.769.605.733.851.430;7.7;4.4;No;52;43;956680.49
Restaurant 3420;Rural;American;4.2;42;38.41;2328;22545;18;143;2.907.862.111.520.540;6.3;9.3;No;25;15;385536.83
Restaurant 3421;Suburban;Japanese;3.2;70;68.48;3153;35028;10;246;22.582.129.744.184.000;8.9;9.0;No;13;7;1077090.9
Restaurant 3422;Rural;Japanese;4.5;30;73.87;2139;21687;10;427;23.908.047.185.561.100;3.6;1.4;Yes;18;12;505188.85
Restaurant 3423;Downtown;French;5.0;89;56.09;6018;65470;6;656;219.817.110.616.852;5.4;3.5;No;36;41;1121631.62
Restaurant 3424;Downtown;American;4.6;74;40.01;8132;81551;12;432;7.438.989.248.089.180;1.8;3.7;Yes;44;19;682812.24
Restaurant 3425;Downtown;Japanese;4.1;72;69.7;5161;60269;10;810;16.632.495.486.376.800;7.3;3.5;No;10;34;1129871.35
Restaurant 3426;Downtown;Indian;4.0;90;30.8;2171;23968;13;583;21.285.381.072.809.600;5.0;4.8;Yes;64;71;634746.9
Restaurant 3427;Suburban;French;4.7;68;59.52;3273;39531;12;615;10.733.896.827.123.900;5.8;5.5;Yes;34;65;918030.37
Restaurant 3428;Downtown;American;4.9;82;40.65;5103;59348;19;538;21.987.552.672.736.400;2.2;7.8;Yes;31;48;768901.95
Restaurant 3429;Suburban;Mexican;5.0;56;25.72;4980;57233;1;686;2.549.713.688.096.690;10.0;3.4;Yes;49;1;336119.73
Restaurant 3430;Downtown;Italian;3.8;79;50.61;4851;55693;1;875;11.873.249.485.457.300;7.9;3.7;Yes;32;68;899275.76
Restaurant 3431;Suburban;Indian;5.0;52;40.55;3024;33039;11;768;9.990.082.506.643.940;4.6;6.4;No;4;24;487142.75
Restaurant 3432;Rural;French;3.3;31;65.77;3216;36185;18;742;27.078.999.448.372.200;6.1;2.6;No;0;0;476979.78
Restaurant 3433;Downtown;Italian;3.5;76;50.85;4010;39749;2;916;5.129.862.319.114.170;6.6;5.3;Yes;65;50;869979.6
Restaurant 3434;Suburban;Mexican;3.2;58;30.67;2410;25303;6;836;11.393.676.210.248.200;9.6;3.3;Yes;32;21;410198.0
Restaurant 3435;Rural;Japanese;3.5;50;68.14;2530;27345;16;211;15.168.259.953.647.900;7.9;2.8;No;23;6;775043.31
Restaurant 3436;Downtown;Japanese;4.5;81;75.97;2529;24809;1;515;21.806.492.969.672.400;4.1;8.2;Yes;12;53;1365783.83
Restaurant 3437;Downtown;American;4.7;79;38.02;4188;50204;9;447;29.926.587.361.491.700;9.8;7.4;Yes;6;25;686248.84
Restaurant 3438;Downtown;French;4.6;88;59.98;3708;37679;15;327;14.270.459.872.566.800;3.7;3.2;Yes;34;77;1189142.29
Restaurant 3439;Suburban;French;4.3;62;55.03;1648;18438;16;521;2.872.021.815.098.790;6.2;4.7;Yes;18;30;775724.68
Restaurant 3440;Suburban;American;4.0;59;38.84;2350;25034;14;190;14.169.357.053.955.600;7.3;2.4;No;33;26;528149.9
Restaurant 3441;Rural;Italian;4.4;34;45.79;3482;38645;7;684;22.388.231.417.100.500;3.4;1.5;Yes;33;21;361398.25
Restaurant 3442;Suburban;Japanese;3.8;64;73.18;2117;21660;1;753;9.134.175.433.111.510;9.6;6.3;No;25;48;1045747.52
Restaurant 3443;Suburban;Japanese;4.7;70;71.17;2794;35114;16;617;16.510.196.464.618.800;2.9;4.3;No;69;45;1125930.18
Restaurant 3444;Downtown;French;4.4;72;61.29;8760;93328;9;859;26.781.837.965.981.500;5.0;2.9;No;52;16;1003062.84
Restaurant 3445;Downtown;French;4.4;77;58.15;2390;31826;11;296;1.299.985.950.184.520;2.6;2.0;No;53;59;1006164.55
Restaurant 3446;Downtown;American;4.1;75;43.96;2316;24813;10;883;7.630.064.967.018.320;8.9;7.1;No;22;7;747798.49
Restaurant 3447;Downtown;Mexican;4.8;88;25.04;3578;38090;11;752;18.067.833.396.563.200;3.0;3.4;Yes;62;60;508601.26
Restaurant 3448;Downtown;Italian;3.5;86;48.67;6652;71072;6;219;15.988.367.157.100.200;1.3;9.2;No;9;60;945228.61
Restaurant 3449;Downtown;Indian;3.8;79;37.25;5412;60058;2;268;1.073.849.075.298.790;1.4;2.7;Yes;35;1;661510.15
Restaurant 3450;Downtown;Mexican;4.6;70;34.99;3893;40401;18;83;27.640.380.653.679.100;4.7;3.2;No;32;47;569136.46
Restaurant 3451;Rural;Mexican;4.0;42;27.58;2977;30374;12;334;20.042.168.454.506.300;5.7;8.7;No;8;5;279891.58
Restaurant 3452;Rural;French;4.8;39;60.95;2481;34358;14;459;13.679.340.545.831.800;1.4;6.2;No;0;12;545462.75
Restaurant 3453;Rural;French;3.7;41;60.92;2700;32843;8;456;29.903.280.976.348.500;1.8;2.0;Yes;32;28;567160.03
Restaurant 3454;Rural;French;3.7;31;64.62;3337;41050;4;85;8.439.155.081.892.330;1.9;5.9;Yes;22;30;457193.42
Restaurant 3455;Downtown;Mexican;4.8;79;25.56;2652;26961;18;423;2.619.878.781.459.230;7.0;3.8;Yes;70;45;474725.01
Restaurant 3456;Rural;Italian;3.9;50;49.67;796;14162;13;314;10.765.623.394.595.600;3.7;7.6;No;8;33;567103.07
Restaurant 3457;Downtown;French;4.0;70;57.01;3407;40440;14;902;10.987.671.447.574.000;6.1;1.7;Yes;60;14;905018.54
Restaurant 3458;Rural;Japanese;3.7;30;65.24;2608;27886;15;347;17.454.054.956.013.600;1.7;9.3;Yes;20;25;458062.9
Restaurant 3459;Suburban;Italian;3.6;69;46.62;1055;18793;19;789;21.548.549.245.437.900;9.0;5.3;Yes;15;23;736496.53
Restaurant 3460;Rural;Japanese;4.3;44;75.74;3471;36999;14;628;22.261.577.437.799.700;3.7;7.6;No;29;17;761277.13
Restaurant 3461;Rural;Italian;3.2;30;47.36;2755;30668;12;56;5.553.190.902.567.470;8.0;7.3;No;17;2;337482.94
Restaurant 3462;Downtown;French;4.8;90;65.29;6016;64263;15;72;1.217.144.882.993.760;8.4;2.6;Yes;63;27;1325623.15
Restaurant 3463;Rural;Indian;4.6;38;32.26;4300;51670;6;465;21.515.101.881.839.100;9.9;8.9;No;23;11;294928.06
Restaurant 3464;Suburban;American;3.4;56;45.24;2531;31452;19;584;27.243.369.842.194.800;7.7;3.1;No;50;32;589470.14
Restaurant 3465;Downtown;French;4.4;85;62.2;6065;62439;2;321;21.747.272.210.157.500;5.0;2.7;No;13;15;1178306.05
Restaurant 3466;Downtown;Mexican;4.2;85;26.25;2974;30552;6;118;11.647.032.868.839.200;2.4;5.7;Yes;45;48;507359.6
Restaurant 3467;Rural;Indian;3.4;42;36.4;845;14482;11;62;17.694.318.724.692.900;1.4;9.9;Yes;28;41;356084.4
Restaurant 3468;Downtown;Mexican;3.5;79;28.5;1694;18904;1;315;2.118.941.046.863.500;9.0;3.8;No;36;2;505677.7
Restaurant 3469;Downtown;Italian;3.8;87;49.21;6477;70550;9;809;8.383.483.772.425.610;5.0;9.7;No;82;32;974419.07
Restaurant 3470;Downtown;Mexican;4.4;78;29.84;4879;56952;13;620;18.622.672.581.682.700;7.7;4.9;No;5;0;540582.18
Restaurant 3471;Downtown;Indian;4.3;81;34.65;5535;64016;9;307;16.791.655.701.316.500;5.5;8.5;Yes;68;50;646862.35
Restaurant 3472;Downtown;Indian;4.1;82;37.31;7460;79439;15;769;1.341.620.086.853.360;8.9;5.8;No;10;77;712308.9
Restaurant 3473;Downtown;French;4.5;80;63.45;3585;40576;18;997;20.588.441.706.469.600;7.7;2.8;Yes;70;8;1149243.4
Restaurant 3474;Suburban;Japanese;4.5;64;68.62;3346;38218;4;690;20.905.407.325.761.500;1.8;8.9;Yes;9;34;982388.48
Restaurant 3475;Rural;French;4.2;39;65.17;942;8899;4;759;29.286.747.651.007.700;7.8;1.6;Yes;17;15;570778.36
Restaurant 3476;Suburban;Italian;4.6;59;55.32;1721;23025;12;871;157.076.299.353.224;3.4;7.1;Yes;39;8;740114.51
Restaurant 3477;Downtown;Mexican;3.7;78;25.45;1800;19370;9;324;18.281.678.887.092.300;8.0;8.5;Yes;74;75;460095.45
Restaurant 3478;Downtown;Japanese;4.8;72;65.16;7998;85637;18;146;8.937.564.524.266.470;9.5;8.5;No;2;30;1073098.85
Restaurant 3479;Rural;American;4.2;45;39.68;1711;18463;6;77;18.709.058.471.894.700;9.4;6.9;No;29;5;410189.17
Restaurant 3480;Suburban;Indian;4.6;61;36.5;983;17098;17;694;59.021.487.293.718.700;2.1;3.3;No;50;38;514232.9
Restaurant 3481;Rural;Japanese;4.1;46;68.06;1353;18932;17;893;8.746.939.361.421.650;1.5;5.8;No;12;29;713839.0
Restaurant 3482;Suburban;Japanese;3.4;64;67.85;3048;34149;13;463;9.281.170.087.377.010;8.0;6.7;Yes;25;44;983222.7
Restaurant 3483;Downtown;French;4.1;72;62.46;4005;43259;12;836;20.815.977.937.610.000;7.4;9.0;No;18;44;1018784.25
Restaurant 3484;Rural;American;3.7;34;41.62;2692;27672;14;153;19.182.366.018.351.000;2.6;2.4;No;10;24;333545.2
Restaurant 3485;Rural;Indian;4.4;42;31.84;4292;45386;8;91;24.950.923.923.611.000;7.2;5.2;Yes;4;28;316972.5
Restaurant 3486;Downtown;Italian;4.0;75;54.73;6769;75739;15;714;1.660.998.579.679.490;1.1;4.0;Yes;24;51;935963.45
Restaurant 3487;Rural;Italian;4.7;38;52.48;3275;39696;9;340;1.687.140.592.166.520;6.7;4.8;Yes;28;28;462004.74
Restaurant 3488;Suburban;Japanese;4.4;68;68.99;2301;30182;1;570;9.038.900.803.113.780;8.5;2.6;Yes;21;67;1046120.8
Restaurant 3489;Suburban;Japanese;4.4;56;72.52;3711;42396;17;785;2.356.753.574.324.540;6.8;3.0;No;44;39;926560.74
Restaurant 3490;Suburban;Mexican;3.4;62;26.24;1977;27138;10;88;50.913.231.412.983.800;1.6;7.9;No;24;8;376374.8
Restaurant 3491;Suburban;American;5.0;54;40.15;4808;55625;5;489;1.562.227.182.865.870;9.9;5.3;Yes;31;20;500432.8
Restaurant 3492;Downtown;Indian;4.7;85;31.86;2092;24068;11;87;97.081.272.784.084;4.2;5.6;No;34;10;614891.14
Restaurant 3493;Rural;Japanese;4.6;33;65.46;2213;29043;3;832;2.427.524.811.354.950;4.4;9.1;Yes;16;12;491097.95
Restaurant 3494;Suburban;Mexican;3.7;54;28.72;2248;29002;2;158;21.834.784.017.178.100;1.8;3.2;Yes;25;19;350544.5
Restaurant 3495;Downtown;American;4.1;89;36.66;6825;68905;4;479;22.669.217.745.927.100;2.5;4.0;Yes;2;73;739180.31
Restaurant 3496;Rural;Indian;3.3;48;36.97;1013;14119;2;470;8.714.447.142.411.760;3.4;3.8;No;35;22;399501.38
Restaurant 3497;Rural;Italian;4.1;35;52.41;1740;19867;1;395;2.172.035.184.150.770;8.2;6.9;Yes;32;31;417967.83
Restaurant 3498;Downtown;Mexican;3.3;73;26.64;6308;61957;9;430;22.272.342.745.509.800;7.2;6.1;Yes;30;43;456908.25
Restaurant 3499;Downtown;American;4.1;70;35.27;5219;56806;3;553;5.065.927.117.584.640;6.3;5.2;Yes;6;10;561778.22
Restaurant 3500;Suburban;Mexican;4.3;66;33.72;3434;36162;6;621;12.940.021.477.787.300;8.8;7.0;Yes;44;32;512052.7
Restaurant 3501;Rural;Japanese;3.8;38;65.02;1609;20583;14;623;7.182.204.531.060.790;10.0;5.4;No;4;26;569435.69
Restaurant 3502;Rural;French;4.0;45;58.78;2252;21565;1;559;22.034.855.810.287.200;4.5;8.3;Yes;31;22;595366.49
Restaurant 3503;Downtown;Italian;4.8;71;50.44;5313;58654;12;592;10.302.716.745.185.800;4.5;4.7;No;45;67;818627.04
Restaurant 3504;Rural;Japanese;3.2;40;74.01;3105;30230;16;79;11.616.482.880.733.000;7.6;9.0;No;16;14;681174.9
Restaurant 3505;Suburban;Japanese;4.6;54;74.22;1525;20397;19;627;6.958.226.886.753.760;6.8;2.1;No;43;41;911971.55
Restaurant 3506;Rural;American;3.3;42;42.97;2199;23584;18;824;17.095.166.631.799.900;1.1;1.8;Yes;7;2;421200.49
Restaurant 3507;Downtown;Mexican;3.1;89;27.72;5697;61058;14;207;58.258.202.373.095.400;6.9;6.9;No;5;66;575171.04
